Date,Title,0,0 (0 bps),1 (25 bps),10 (250 bps),11 (275 bps),12+ (300+ bps),2 (50 bps),25 bps decrease,25+ bps increase,3 (75 bps),4 (100 bps),5 (125 bps),50 bps decrease,50+ bps decrease,6 (150 bps),7 (175 bps),75+ bps decrease,8 (200 bps),8 or more (200+ bps),9 (225 bps),Arthur Laffer,Bill Pulte,Chamath Palihapitiya,Chris Waller,Christopher Waller,Cut-Pause-Cut,Cut–Cut–Cut,Cut–Cut–Pause,Cut–Pause–Cut,Cut–Pause–Pause,David Malpass,David Zervos,Elon Musk,Howard Lutnick,James Bullard,Janet Yellen,Jerome Powell,Judy Shelton,Kevin Hassett,Kevin Warsh,Larry Kudlow,Larry Lindsey,Lorie K. Logan,Marc Sumerlin,Michelle Bowman,No Change,No announcement by December 31,No change,No one nominated before 2027,Other,Pause–Cut–Cut,Pause–Cut–Pause,Philip Jefferson,Price,Rick Rieder,Roger W. Ferguson Jr.,Ron Paul,Scott Bessent,Stephen Miran
2025-10-01 00:00:00,Fed decision in January,,,,,,,,0.35,0.0105,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,,,,,,,,,,,
2025-10-01 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,0.495,0.495,0.495,,,,,,,,,,,,,,,,,,,,0.495,0.495,0.495,,,,,,,
2025-10-01 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.625,0.192,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,
2025-10-01 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,
2025-10-01 00:00:00,How many Fed rate cuts in 2025,,,0.061,,,,0.26,,,0.565,0.063,0.0115,,,0.006,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01 00:00:00,How many Fed rate cuts in 2026,,0.105,0.165,0.1,0.1,0.075,0.26,,,0.295,0.21,0.19,,,0.175,0.15,,0.105,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-10-01 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.0915,,,,,,,,,0.0005,0.0005,,,,0.0035,0.0815,0.0965,0.0005,,,,0.0125,,0.445,,,,,,,,,0.001,0.0005,0.0035,
2025-10-01 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0015,0.0015,,,0.24,,,,,,0.0055,0.042,,0.001,0.075,0.0015,0.0035,0.001,0.245,0.19,0.0015,0.005,0.002,0.0025,0.0055,,,,0.0025,,,,0.001,,0.047,,0.002,0.026,0.1315
2025-10-02 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,
2025-10-02 00:00:00,Fed decision in December,,,,,,,,0.71,0.0095,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,
2025-10-02 00:00:00,Fed decision in January,,,,,,,,0.355,0.0085,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,,,,,,,,,,,
2025-10-02 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.29,0.135,0.165,,,,,,,,,,,,,,,,,,,,0.022,0.035,0.035,,,,,,,
2025-10-02 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.695,0.2,,0.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,
2025-10-02 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,
2025-10-02 00:00:00,How many Fed rate cuts in 2025,,,0.0325,,,,0.215,,,0.67,0.0635,0.0095,,,0.006,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 00:00:00,How many Fed rate cuts in 2026,,0.065,0.13,0.03,0.016,0.016,0.205,,,0.22,0.12,0.1,,,0.065,0.055,,0.045,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-02 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0015,,0.0005,0.108,,,,,,,,,0.0005,0.037,,,,0.003,0.0945,0.1075,0.0005,,,,0.012,,0.455,,,,,,,,,0.0005,0.0005,0.003,
2025-10-02 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0015,0.0015,,,0.235,,,,,,0.005,0.0375,,0.001,0.075,0.0015,0.0035,0.001,0.23,0.19,0.0015,0.0035,0.002,0.0025,0.0055,,,,0.0035,,,,0.0005,,0.045,,0.0015,0.026,0.127
2025-10-03 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,,,
2025-10-03 00:00:00,Fed decision in December,,,,,,,,0.745,0.0095,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,
2025-10-03 00:00:00,Fed decision in January,,,,,,,,0.365,0.0075,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,,,,,,,,,,,
2025-10-03 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,0.325,0.135,0.16,,,,,,,,,,,,,,,,,,,,0.022,0.0265,0.0285,,,,,,,
2025-10-03 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,0.695,0.1975,,0.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,
2025-10-03 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,
2025-10-03 00:00:00,How many Fed rate cuts in 2025,,,0.038,,,,0.19,,,0.675,0.0625,0.0125,,,0.0055,0.0025,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 00:00:00,How many Fed rate cuts in 2026,,0.065,0.135,0.0295,0.016,0.0565,0.205,,,0.225,0.125,0.085,,,0.06,0.055,,0.045,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-03 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0015,,0.0005,0.118,,,,,,,,,0.0005,0.036,,,,0.0035,0.079,0.0995,0.0005,,,,0.0125,,0.48,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-03 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0015,0.0015,,,0.225,,,,,,0.005,0.0425,,0.001,0.075,0.0015,0.0035,0.001,0.23,0.19,0.002,0.0035,0.002,0.0025,0.0055,,,,0.0035,,,,0.0005,,0.045,,0.0015,0.0295,0.1355
2025-10-04 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,
2025-10-04 00:00:00,Fed decision in December,,,,,,,,0.745,0.0095,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,
2025-10-04 00:00:00,Fed decision in January,,,,,,,,0.35,0.0075,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,,,,,,,,,,,
2025-10-04 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.42,0.13,0.17,,,,,,,,,,,,,,,,,,,,0.0245,0.0245,0.021,,,,,,,
2025-10-04 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.69,0.197,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,
2025-10-04 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,
2025-10-04 00:00:00,How many Fed rate cuts in 2025,,,0.0335,,,,0.21,,,0.68,0.065,0.012,,,0.006,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 00:00:00,How many Fed rate cuts in 2026,,0.07,0.145,0.026,0.0185,0.0495,0.21,,,0.225,0.11,0.075,,,0.06,0.05,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-04 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0015,,0.0005,0.1205,,,,,,,,,0.0005,0.0375,,,,0.0035,0.0875,0.1005,0.0005,,,,0.0125,,0.48,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-04 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0015,0.0015,,,0.225,,,,,,0.005,0.0405,,0.0015,0.075,0.002,0.0035,0.001,0.24,0.19,0.002,0.0025,0.002,0.0035,0.0055,,,,0.0035,,,,0.0015,,0.054,,0.002,0.025,0.088
2025-10-05 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155,,,,,
2025-10-05 00:00:00,Fed decision in December,,,,,,,,0.745,0.0095,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,
2025-10-05 00:00:00,Fed decision in January,,,,,,,,0.305,0.0075,,,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,,,,,,,,,,,
2025-10-05 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,0.425,0.095,0.17,,,,,,,,,,,,,,,,,,,,0.025,0.0255,0.02,,,,,,,
2025-10-05 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.685,0.194,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0385,,,,,
2025-10-05 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0265,,,,,
2025-10-05 00:00:00,How many Fed rate cuts in 2025,,,0.0275,,,,0.21,,,0.655,0.064,0.016,,,0.0045,0.0025,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 00:00:00,How many Fed rate cuts in 2026,,0.075,0.145,0.026,0.0185,0.05,0.21,,,0.225,0.11,0.075,,,0.06,0.05,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-05 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0015,,0.0005,0.116,,,,,,,,,0.0005,0.0175,,,,0.003,0.0925,0.0975,0.0005,,,,0.0125,,0.49,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-05 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0015,0.002,,,0.215,,,,,,0.0055,0.0415,,0.0015,0.075,0.002,0.0035,0.005,0.245,0.19,0.001,0.0015,0.002,0.0035,0.0055,,,,0.0035,,,,0.0015,,0.054,,0.002,0.026,0.106
2025-10-06 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,
2025-10-06 00:00:00,Fed decision in December,,,,,,,,0.745,0.0095,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,
2025-10-06 00:00:00,Fed decision in January,,,,,,,,0.33,0.0075,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,,,,,,,,,,,
2025-10-06 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,0.44,0.09,0.165,,,,,,,,,,,,,,,,,,,,0.025,0.0205,0.021,,,,,,,
2025-10-06 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.695,0.192,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,
2025-10-06 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,
2025-10-06 00:00:00,How many Fed rate cuts in 2025,,,0.0335,,,,0.195,,,0.665,0.053,0.017,,,0.006,0.003,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 00:00:00,How many Fed rate cuts in 2026,,0.07,0.145,0.026,0.0185,0.05,0.21,,,0.225,0.11,0.075,,,0.06,0.05,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-06 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.162,,,,,,,,,0.0005,0.0185,,,,0.0035,0.0925,0.098,0.0005,,,,0.025,,0.495,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-06 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.245,,,,,,0.006,0.035,,0.001,0.075,0.002,0.0035,0.0055,0.24,0.19,0.001,0.004,0.002,0.0035,0.0065,,,,0.0035,,,,0.001,,0.0545,,0.002,0.0275,0.091
2025-10-07 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,,,,,
2025-10-07 00:00:00,Fed decision in December,,,,,,,,0.745,0.0095,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,
2025-10-07 00:00:00,Fed decision in January,,,,,,,,0.32,0.0075,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,,,,,,,,,,,
2025-10-07 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.45,0.075,0.15,,,,,,,,,,,,,,,,,,,,0.0245,0.0295,0.029,,,,,,,
2025-10-07 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.685,0.208,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,
2025-10-07 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,
2025-10-07 00:00:00,How many Fed rate cuts in 2025,,,0.0275,,,,0.21,,,0.665,0.065,0.017,,,0.0035,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 00:00:00,How many Fed rate cuts in 2026,,0.065,0.135,0.025,0.0185,0.0615,0.195,,,0.21,0.1,0.07,,,0.055,0.045,,0.035,,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,
2025-10-07 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.22,,,,,,,,,0.0005,0.0155,,,,0.0035,0.0935,0.0975,0.0005,,,,0.025,,0.53,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-07 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.235,,,,,,0.006,0.042,,0.001,0.075,0.002,0.018,0.005,0.24,0.19,0.001,0.0035,0.002,0.005,0.0055,,,,0.0035,,,,0.001,,0.0565,,0.002,0.0285,0.115
2025-10-08 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,,,,,
2025-10-08 00:00:00,Fed decision in December,,,,,,,,0.705,0.0095,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,
2025-10-08 00:00:00,Fed decision in January,,,,,,,,0.29,0.0095,,,,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585,,,,,,,,,,,
2025-10-08 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,0.45,0.065,0.115,,,,,,,,,,,,,,,,,,,,0.0245,0.0295,0.029,,,,,,,
2025-10-08 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.685,0.1875,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335,,,,,
2025-10-08 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,,,,,
2025-10-08 00:00:00,How many Fed rate cuts in 2025,,,0.038,,,,0.205,,,0.66,0.0655,0.0145,,,0.0035,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08 00:00:00,How many Fed rate cuts in 2026,,0.065,0.135,0.025,0.0155,0.062,0.195,,,0.205,0.1,0.07,,,0.055,0.045,,0.035,,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,
2025-10-08 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.193,,,,,,,,,0.0005,0.018,,,,0.003,0.0935,0.1065,0.0005,,,,0.025,,0.535,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-08 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.22,,,,,,0.0035,0.0325,,0.001,0.075,0.002,0.0055,0.0035,0.24,0.195,0.001,0.0035,0.002,0.0035,0.0055,,,,0.0035,,,,0.001,,0.0525,,0.002,0.0305,0.09
2025-10-09 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,
2025-10-09 00:00:00,Fed decision in December,,,,,,,,0.715,0.0095,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,
2025-10-09 00:00:00,Fed decision in January,,,,,,,,0.29,0.01,,,,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,,,,,,,,,,,
2025-10-09 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.45,0.085,0.125,,,,,,,,,,,,,,,,,,,,0.0315,0.0225,0.0235,,,,,,,
2025-10-09 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.685,0.1945,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,
2025-10-09 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,
2025-10-09 00:00:00,How many Fed rate cuts in 2025,,,0.03,,,,0.21,,,0.665,0.0675,0.015,,,0.0045,0.0025,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 00:00:00,How many Fed rate cuts in 2026,,0.065,0.135,0.025,0.0155,0.1015,0.195,,,0.205,0.095,0.07,,,0.055,0.045,,0.035,,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
2025-10-09 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.151,,,,,,,,,0.0005,0.017,,,,0.002,0.0935,0.1065,0.0005,,,,0.0255,,0.525,,,,,,,,,0.0005,0.0005,0.0035,
2025-10-09 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.22,,,,,,0.0035,0.0335,,0.001,0.075,0.002,0.0055,0.0035,0.24,0.195,0.001,0.0035,0.002,0.0035,0.0055,,,,0.0035,,,,0.001,,0.061,,0.002,0.03,0.112
2025-10-10 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,,,,,
2025-10-10 00:00:00,Fed decision in December,,,,,,,,0.705,0.0095,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,
2025-10-10 00:00:00,Fed decision in January,,,,,,,,0.27,0.0105,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,
2025-10-10 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.45,0.09,0.205,,,,,,,,,,,,,,,,,,,,0.0315,0.0225,0.023,,,,,,,
2025-10-10 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.0365,0.705,0.2125,,0.0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-10-10 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245,,,,,
2025-10-10 00:00:00,How many Fed rate cuts in 2025,,,0.0245,,,,0.215,,,0.685,0.0495,0.0145,,,0.0025,0.0025,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 00:00:00,How many Fed rate cuts in 2026,,0.075,0.135,0.025,0.015,0.1045,0.195,,,0.205,0.085,0.07,,,0.055,0.045,,0.035,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,,
2025-10-10 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.1185,,,,,,,,,0.0005,0.0035,,,,0.002,0.0935,0.1055,0.0005,,,,0.0175,,0.52,,,,,,,,,0.0005,0.0005,0.0025,
2025-10-10 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.225,,,,,,0.0035,0.0405,,0.001,0.075,0.002,0.005,0.0035,0.235,0.195,0.001,0.0035,0.0105,0.005,0.0105,,,,0.0035,,,,0.016,,0.0985,,0.002,0.03,0.1125
2025-10-11 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,
2025-10-11 00:00:00,Fed decision in December,,,,,,,,0.73,0.0095,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,
2025-10-11 00:00:00,Fed decision in January,,,,,,,,0.285,0.009,,,,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,,,,,,,,,,
2025-10-11 00:00:00,Fed decisions (Oct-Jan),,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,0.45,0.1,0.18,,,,,,,,,,,,,,,,,,,,0.0315,0.02,0.0215,,,,,,,
2025-10-11 00:00:00,Fed decisions (Sep-Dec),,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,0.71,0.202,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,
